"Season","Colony","ring","sex","Mate_ID","Focal_Seasons","Mate_Seasons","Mate_min_Seasons","Focal_min_Seasons","predation","Pair","julian_date_first","days_to_last_brood","total_pair_duration","total_pair_duration_nogaps","N_Clutches_Pair","N_Clutches_Focal","breeding_exp_pair_nogaps","breeding_exp_Focal","breeding_exp_Focal_nogaps","breeding_exp_Mate","breeding_exp_Mate_nogaps","breeding_exp_Focal_days_season","breeding_exp_Mate_days_season","N_of_life_partners_Focal","N_of_life_partners_Mate","breeding_exp_pair_days_season","tot_fitness","N_eggs_season","Season_Focal","Season_Mate","season_length_population","recruitment_age_Focal","recruitment_age_Mate","Clutch_size_pair_season_mean","N_Clutches_Mate","N_Clutches_Pair_succ","N_hatched","lifespan_min_Focal","lifespan_min_Mate","lifespan_exact_Focal","lifespan_exact_Mate","prop_succ_breeding_attempt","Focal.cohort","Mate.cohort","season_length","season_of_protection","Col_Size","season_start","Min_Age_Focal_season_days","Min_Age_Mate_season_days","breeding_exp_pair_days_season_earliest","breeding_exp_Focal_days_season_earliest","breeding_exp_Mate_days_season_earliest","Min_Age_Focal_season_days_earliest","Min_Age_Mate_season_days_earliest"
"2015/2016",11,"BH88713","2","BH85273",NA,4,5,4,"protected","BH88713_BH85273",13,123,3,4,3,3,3,3,3,2,3,846,846,2,2,846,4,9,"2015/2016_BH88713","2015/2016_BH85273",321,NA,3,3,3,2,3,6,7,NA,7,0.666666666666667,NA,2011,309,6,59,"2015-10-14",1693,1905,660,660,660,1507,1719
"2015/2016",11,"BH88658","2","BH94441",NA,3,3,5,"protected","BH88658_BH94441",13,12,4,4,6,6,2,3,3,2,2,1032,618,2,1,618,4,17,"2015/2016_BH88658","2015/2016_BH94441",321,NA,2,2.88235294117647,6,2,NA,7,5,NA,5,0.333333333333333,NA,2012,309,6,59,"2015-10-14",2160,1314,321,735,321,1863,1017
"2015/2016",11,"BH88658","2","BH94441",NA,3,3,5,"protected","BH88658_BH94441",13,12,4,4,6,6,2,3,3,2,2,1032,618,2,1,618,4,17,"2015/2016_BH88658","2015/2016_BH94441",321,NA,2,2.88235294117647,6,2,3,7,5,NA,5,0.333333333333333,NA,2012,309,6,59,"2015-10-14",2160,1314,321,735,321,1863,1017
"2015/2016",11,"BH88658","2","BH94441",NA,3,3,5,"protected","BH88658_BH94441",13,12,4,4,6,6,2,3,3,2,2,1032,618,2,1,618,4,17,"2015/2016_BH88658","2015/2016_BH94441",321,NA,2,2.88235294117647,6,2,2,7,5,NA,5,0.333333333333333,NA,2012,309,6,59,"2015-10-14",2160,1314,321,735,321,1863,1017
"2015/2016",11,"BH94495","2","BJ09617",2,1,2,3,"protected","BH94495_BJ09617",116,34,2,2,4,4,1,3,3,1,1,898,172,2,2,172,3,12,"2015/2016_BH94495","2015/2016_BJ09617",321,1,2,3,4,2,2,4,4,4,4,0.5,2013,2014,206,6,59,"2016-01-25",1275,772,0,726,0,1103,600
"2015/2016",27,"BH94868","2","BH94423",3,3,3,3,"natural","BH94868_BH94423",113,97,4,4,4,4,3,3,3,3,3,834,834,1,2,834,2,14,"2015/2016_BH94868","2015/2016_BH94423",321,1,1,3.57142857142857,4,1,3,4,5,4,5,0.25,2012,2012,209,NA,28,"2016-01-22",1242,1232,722,722,722,1130,1120
"2015/2016",27,"BH94868","2","BH94423",3,3,3,3,"natural","BH94868_BH94423",113,97,4,4,4,4,3,3,3,3,3,834,834,1,2,834,2,14,"2015/2016_BH94868","2015/2016_BH94423",321,1,1,3.57142857142857,4,1,2,4,5,4,5,0.25,2012,2012,209,NA,28,"2016-01-22",1242,1232,722,722,722,1130,1120
"2015/2016",27,"BH94668","2","BH88765",NA,3,3,3,"natural","BH94668_BH88765",4,87,4,4,5,5,3,3,3,3,3,946,946,1,1,946,2,16,"2015/2016_BH94668","2015/2016_BH88765",321,NA,1,3.25,5,1,3,4,4,NA,4,0.2,NA,2012,318,NA,28,"2015-10-05",1204,1298,715,715,715,973,1067
"2015/2016",27,"BH94668","2","BH88765",NA,3,3,3,"natural","BH94668_BH88765",4,87,4,4,5,5,3,3,3,3,3,946,946,1,1,946,2,16,"2015/2016_BH94668","2015/2016_BH88765",321,NA,1,3.25,5,1,2,4,4,NA,4,0.2,NA,2012,318,NA,28,"2015-10-05",1204,1298,715,715,715,973,1067
"2015/2016",27,"BH94668","2","BH88765",NA,3,3,3,"natural","BH94668_BH88765",4,87,4,4,5,5,3,3,3,3,3,946,946,1,1,946,2,16,"2015/2016_BH94668","2015/2016_BH88765",321,NA,1,3.25,5,1,0,4,4,NA,4,0.2,NA,2012,318,NA,28,"2015-10-05",1204,1298,715,715,715,973,1067
"2015/2016",27,"BH94668","2","BH88765",NA,3,3,3,"natural","BH94668_BH88765",4,87,4,4,5,5,3,3,3,3,3,946,946,1,1,946,2,16,"2015/2016_BH94668","2015/2016_BH88765",321,NA,1,3.25,5,1,NA,4,4,NA,4,0.2,NA,2012,318,NA,28,"2015-10-05",1204,1298,715,715,715,973,1067
"2015/2016",27,"BH94668","2","BH88765",NA,3,3,3,"natural","BH94668_BH88765",4,87,4,4,5,5,3,3,3,3,3,946,946,1,1,946,2,16,"2015/2016_BH94668","2015/2016_BH88765",321,NA,1,3.25,5,1,1,4,4,NA,4,0.2,NA,2012,318,NA,28,"2015-10-05",1204,1298,715,715,715,973,1067
"2015/2016",31,"BH88784","2","BH89055",3,1,2,3,"natural","BH88784_BH89055",10,116,2,2,3,3,1,3,3,1,1,855,196,2,1,196,2,8,"2015/2016_BH88784","2015/2016_BH89055",321,1,1,2.75,3,1,2,4,2,4,2,0.333333333333333,2012,2014,312,NA,55,"2015-10-11",1257,709,0,659,0,1061,513
"2015/2016",31,"BH88784","2","BH89055",3,1,2,3,"natural","BH88784_BH89055",10,116,2,2,3,3,1,3,3,1,1,855,196,2,1,196,2,8,"2015/2016_BH88784","2015/2016_BH89055",321,1,1,2.75,3,1,3,4,2,4,2,0.333333333333333,2012,2014,312,NA,55,"2015-10-11",1257,709,0,659,0,1061,513
"2015/2016",31,"BH88784","2","BH89055",3,1,2,3,"natural","BH88784_BH89055",10,116,2,2,3,3,1,3,3,1,1,855,196,2,1,196,2,8,"2015/2016_BH88784","2015/2016_BH89055",321,1,1,2.75,3,1,NA,4,2,4,2,0.333333333333333,2012,2014,312,NA,55,"2015-10-11",1257,709,0,659,0,1061,513
"2015/2016",31,"BH94822","2","BH88648",3,NA,5,3,"natural","BH94822_BH88648",10,70,4,4,9,9,3,3,3,4,4,892,1328,3,2,892,0,27,"2015/2016_BH94822","2015/2016_BH88648",321,1,NA,3,9,NA,0,5,6,5,NA,NA,2012,NA,312,NA,55,"2015-10-11",1300,2105,650,650,1086,1058,1863
"2015/2016",31,"BH94822","2","BH88648",3,NA,5,3,"natural","BH94822_BH88648",10,70,4,4,9,9,3,3,3,4,4,892,1328,3,2,892,0,27,"2015/2016_BH94822","2015/2016_BH88648",321,1,NA,3,9,NA,2,5,6,5,NA,NA,2012,NA,312,NA,55,"2015-10-11",1300,2105,650,650,1086,1058,1863
"2015/2016",31,"BH94822","2","BH88648",3,NA,5,3,"natural","BH94822_BH88648",10,70,4,4,9,9,3,3,3,4,4,892,1328,3,2,892,0,27,"2015/2016_BH94822","2015/2016_BH88648",321,1,NA,3,9,NA,NA,5,6,5,NA,NA,2012,NA,312,NA,55,"2015-10-11",1300,2105,650,650,1086,1058,1863
"2015/2016",31,"BH94822","2","BH88648",3,NA,5,3,"natural","BH94822_BH88648",10,70,4,4,9,9,3,3,3,4,4,892,1328,3,2,892,0,27,"2015/2016_BH94822","2015/2016_BH88648",321,1,NA,3,9,NA,1,5,6,5,NA,NA,2012,NA,312,NA,55,"2015-10-11",1300,2105,650,650,1086,1058,1863
"2015/2016",31,"BH94801","2","BH94873",3,3,3,3,"natural","BH94801_BH94873",11,108,3,3,4,4,2,3,3,2,2,825,567,2,1,567,3,11,"2015/2016_BH94801","2015/2016_BH94873",321,1,2,3.18181818181818,4,1,0,4,4,4,4,0.25,2012,2012,311,NA,55,"2015-10-12",1263,1231,364,622,364,1060,1028
"2015/2016",31,"BH94801","2","BH94873",3,3,3,3,"natural","BH94801_BH94873",11,108,3,3,4,4,2,3,3,2,2,825,567,2,1,567,3,11,"2015/2016_BH94801","2015/2016_BH94873",321,1,2,3.18181818181818,4,1,3,4,4,4,4,0.25,2012,2012,311,NA,55,"2015-10-12",1263,1231,364,622,364,1060,1028
"2015/2016",31,"BH94700","2","BH76698",NA,NA,6,3,"natural","BH94700_BH76698",13,53,1,1,7,7,1,3,3,4,4,877,1303,3,3,256,0,15,"2015/2016_BH94700","2015/2016_BH76698",321,NA,NA,2.33333333333333,7,NA,0,3,7,NA,NA,NA,NA,NA,309,NA,55,"2015-10-14",1135,2520,0,621,1047,879,2264
"2015/2016",31,"BH94700","2","BH76698",NA,NA,6,3,"natural","BH94700_BH76698",13,53,1,1,7,7,1,3,3,4,4,877,1303,3,3,256,0,15,"2015/2016_BH94700","2015/2016_BH76698",321,NA,NA,2.33333333333333,7,NA,2,3,7,NA,NA,NA,NA,NA,309,NA,55,"2015-10-14",1135,2520,0,621,1047,879,2264
"2015/2016",31,"BH94700","2","BH76698",NA,NA,6,3,"natural","BH94700_BH76698",13,53,1,1,7,7,1,3,3,4,4,877,1303,3,3,256,0,15,"2015/2016_BH94700","2015/2016_BH76698",321,NA,NA,2.33333333333333,7,NA,NA,3,7,NA,NA,NA,NA,NA,309,NA,55,"2015-10-14",1135,2520,0,621,1047,879,2264
"2015/2016",32,"BH88637","2","BH23982",NA,9,10,5,"natural","BH88637_BH23982",10,113,3,3,4,4,3,3,3,3,3,811,811,1,2,811,5,14,"2015/2016_BH88637","2015/2016_BH23982",321,NA,NA,3.57142857142857,4,2,0,6,12,NA,12,0.5,NA,2006,312,NA,44,"2015-10-11",2063,3700,612,612,612,1864,3501
"2015/2016",32,"BH88637","2","BH23982",NA,9,10,5,"natural","BH88637_BH23982",10,113,3,3,4,4,3,3,3,3,3,811,811,1,2,811,5,14,"2015/2016_BH88637","2015/2016_BH23982",321,NA,NA,3.57142857142857,4,2,2,6,12,NA,12,0.5,NA,2006,312,NA,44,"2015-10-11",2063,3700,612,612,612,1864,3501
"2015/2016",32,"BH88637","2","BH23982",NA,9,10,5,"natural","BH88637_BH23982",10,113,3,3,4,4,3,3,3,3,3,811,811,1,2,811,5,14,"2015/2016_BH88637","2015/2016_BH23982",321,NA,NA,3.57142857142857,4,2,1,6,12,NA,12,0.5,NA,2006,312,NA,44,"2015-10-11",2063,3700,612,612,612,1864,3501
"2015/2016",32,"BH88637","2","BH23982",NA,9,10,5,"natural","BH88637_BH23982",10,113,3,3,4,4,3,3,3,3,3,811,811,1,2,811,5,14,"2015/2016_BH88637","2015/2016_BH23982",321,NA,NA,3.57142857142857,4,2,4,6,12,NA,12,0.5,NA,2006,312,NA,44,"2015-10-11",2063,3700,612,612,612,1864,3501
"2015/2016",37,"BH94457","2","BH76645",2,NA,7,3,"natural","BH94457_BH76645",10,111,3,3,3,3,2,3,3,2,2,916,585,2,1,585,2,9,"2015/2016_BH94457","2015/2016_BH76645",321,1,NA,3,4,1,3,4,7,4,NA,0.333333333333333,2013,NA,312,NA,93,"2015-10-11",1213,2465,384,715,384,1012,2264
"2015/2016",37,"BH94457","2","BH76645",2,NA,7,3,"natural","BH94457_BH76645",10,111,3,3,3,3,2,3,3,2,2,916,585,2,1,585,2,9,"2015/2016_BH94457","2015/2016_BH76645",321,1,NA,3,4,1,0,4,7,4,NA,0.333333333333333,2013,NA,312,NA,93,"2015-10-11",1213,2465,384,715,384,1012,2264
"2015/2016",37,"BH94457","2","BH76645",2,NA,7,3,"natural","BH94457_BH76645",10,111,3,3,3,3,2,3,3,2,2,916,585,2,1,585,2,9,"2015/2016_BH94457","2015/2016_BH76645",321,1,NA,3,4,1,NA,4,7,4,NA,0.333333333333333,2013,NA,312,NA,93,"2015-10-11",1213,2465,384,715,384,1012,2264
"2015/2016",37,"BH94597","2","BH94647",NA,2,2,3,"natural","BH94597_BH94647",1,114,2,2,5,6,1,3,3,1,1,811,207,2,1,207,3,15,"2015/2016_BH94597","2015/2016_BH94647",321,NA,2,3.13333333333333,5,1,0,5,3,NA,3,0.2,NA,2013,321,NA,93,"2015-10-02",1328,893,0,604,0,1121,686
"2015/2016",37,"BH94597","2","BH94647",NA,2,2,3,"natural","BH94597_BH94647",1,114,2,2,5,6,1,3,3,1,1,811,207,2,1,207,3,15,"2015/2016_BH94597","2015/2016_BH94647",321,NA,2,3.13333333333333,5,1,4,5,3,NA,3,0.2,NA,2013,321,NA,93,"2015-10-02",1328,893,0,604,0,1121,686
"2015/2016",37,"BH42435","2","BH85366",NA,4,5,12,"natural","BH42435_BH85366",209,28,3,3,2,2,3,3,3,3,3,943,943,1,1,943,2,5,"2015/2016_BH42435","2015/2016_BH85366",321,NA,3,2.6,2,1,NA,12,5,NA,5,0.5,NA,2011,113,NA,93,"2016-04-27",4452,1965,858,858,858,4367,1880
"2015/2016",37,"BH42435","2","BH85366",NA,4,5,12,"natural","BH42435_BH85366",209,28,3,3,2,2,3,3,3,3,3,943,943,1,1,943,2,5,"2015/2016_BH42435","2015/2016_BH85366",321,NA,3,2.6,2,1,3,12,5,NA,5,0.5,NA,2011,113,NA,93,"2016-04-27",4452,1965,858,858,858,4367,1880
"2015/2016",38,"BH94419","2","BJ09867",3,1,1,3,"natural","BH94419_BJ09867",135,97,3,3,4,4,1,3,3,1,1,871,90,2,1,90,0,12,"2015/2016_BH94419","2015/2016_BJ09867",321,1,1,3,4,NA,0,5,3,5,3,NA,2012,2014,187,NA,18,"2016-02-13",1232,556,0,781,0,1142,466
"2015/2016",38,"BH94419","2","BJ09867",3,1,1,3,"natural","BH94419_BJ09867",135,97,3,3,4,4,1,3,3,1,1,871,90,2,1,90,0,12,"2015/2016_BH94419","2015/2016_BJ09867",321,1,1,3,4,NA,3,5,3,5,3,NA,2012,2014,187,NA,18,"2016-02-13",1232,556,0,781,0,1142,466
"2015/2016",38,"BH76632","2","BH76625",5,NA,7,6,"natural","BH76632_BH76625",130,82,3,3,4,4,3,3,3,3,3,838,838,1,1,838,2,15,"2015/2016_BH76632","2015/2016_BH76625",321,4,NA,3.8,4,1,0,6,7,6,NA,0.25,NA,NA,192,NA,18,"2016-02-08",2204,2494,728,728,728,2094,2384
"2015/2016",38,"BH76632","2","BH76625",5,NA,7,6,"natural","BH76632_BH76625",130,82,3,3,4,4,3,3,3,3,3,838,838,1,1,838,2,15,"2015/2016_BH76632","2015/2016_BH76625",321,4,NA,3.8,4,1,3,6,7,6,NA,0.25,NA,NA,192,NA,18,"2016-02-08",2204,2494,728,728,728,2094,2384
"2015/2016",38,"BH76632","2","BH76625",5,NA,7,6,"natural","BH76632_BH76625",130,82,3,3,4,4,3,3,3,3,3,838,838,1,1,838,2,15,"2015/2016_BH76632","2015/2016_BH76625",321,4,NA,3.8,4,1,2,6,7,6,NA,0.25,NA,NA,192,NA,18,"2016-02-08",2204,2494,728,728,728,2094,2384
"2015/2016",71,"BH94341","2","BH85225",NA,4,5,3,"protected","BH94341_BH85225",112,116,2,2,2,2,1,3,3,1,1,910,94,3,1,94,4,7,"2015/2016_BH94341","2015/2016_BH85225",321,NA,5,3.57142857142857,2,2,3,4,6,NA,6,1,NA,2011,210,4,51,"2016-01-21",1325,1936,0,816,0,1231,1842
"2016/2017",2,"BH94776","2","BH85140",2,NA,6,3,"natural","BH94776_BH85140",24,64,4,4,6,6,3,3,3,4,4,866,1162,1,2,866,4,20,"2016/2017_BH94776","2016/2017_BH85140",244,1,NA,3.4,6,2,3,4,7,4,NA,0.333333333333333,2014,NA,221,NA,16,"2016-09-14",1124,2312,709,709,1005,967,2155
"2016/2017",2,"BH94776","2","BH85140",2,NA,6,3,"natural","BH94776_BH85140",24,64,4,4,6,6,3,3,3,4,4,866,1162,1,2,866,4,20,"2016/2017_BH94776","2016/2017_BH85140",244,1,NA,3.4,6,2,0,4,7,4,NA,0.333333333333333,2014,NA,221,NA,16,"2016-09-14",1124,2312,709,709,1005,967,2155
"2016/2017",2,"BH94776","2","BH85140",2,NA,6,3,"natural","BH94776_BH85140",24,64,4,4,6,6,3,3,3,4,4,866,1162,1,2,866,4,20,"2016/2017_BH94776","2016/2017_BH85140",244,1,NA,3.4,6,2,2,4,7,4,NA,0.333333333333333,2014,NA,221,NA,16,"2016-09-14",1124,2312,709,709,1005,967,2155
"2016/2017",7,"BH94356","2","BH85152",NA,NA,5,4,"natural","BH94356_BH85152",28,0,3,3,10,10,3,3,3,3,3,978,978,2,1,978,2,39,"2016/2017_BH94356","2016/2017_BH85152",244,NA,NA,4.07692307692308,10,1,3,5,5,NA,NA,0.1,NA,NA,217,NA,66,"2016-09-18",1683,1915,761,761,761,1466,1698
"2016/2017",7,"BH94356","2","BH85152",NA,NA,5,4,"natural","BH94356_BH85152",28,0,3,3,10,10,3,3,3,3,3,978,978,2,1,978,2,39,"2016/2017_BH94356","2016/2017_BH85152",244,NA,NA,4.07692307692308,10,1,5,5,5,NA,NA,0.1,NA,NA,217,NA,66,"2016-09-18",1683,1915,761,761,761,1466,1698
"2016/2017",7,"BH94356","2","BH85152",NA,NA,5,4,"natural","BH94356_BH85152",28,0,3,3,10,10,3,3,3,3,3,978,978,2,1,978,2,39,"2016/2017_BH94356","2016/2017_BH85152",244,NA,NA,4.07692307692308,10,1,0,5,5,NA,NA,0.1,NA,NA,217,NA,66,"2016-09-18",1683,1915,761,761,761,1466,1698
"2016/2017",7,"BH94356","2","BH85152",NA,NA,5,4,"natural","BH94356_BH85152",28,0,3,3,10,10,3,3,3,3,3,978,978,2,1,978,2,39,"2016/2017_BH94356","2016/2017_BH85152",244,NA,NA,4.07692307692308,10,1,4,5,5,NA,NA,0.1,NA,NA,217,NA,66,"2016-09-18",1683,1915,761,761,761,1466,1698
"2016/2017",7,"BH94359","2","BJ12600",NA,NA,2,4,"natural","BH94359_BJ12600",5,36,2,2,10,10,2,3,3,2,2,908,529,1,1,529,2,38,"2016/2017_BH94359","2016/2017_BJ12600",244,NA,NA,3.89473684210526,10,1,2,5,3,NA,NA,0.1,NA,NA,240,NA,66,"2016-08-26",1646,936,325,704,325,1442,732
"2016/2017",7,"BH94359","2","BJ12600",NA,NA,2,4,"natural","BH94359_BJ12600",5,36,2,2,10,10,2,3,3,2,2,908,529,1,1,529,2,38,"2016/2017_BH94359","2016/2017_BJ12600",244,NA,NA,3.89473684210526,10,1,0,5,3,NA,NA,0.1,NA,NA,240,NA,66,"2016-08-26",1646,936,325,704,325,1442,732
"2016/2017",7,"BJ09655","2","BJ09654",NA,NA,3,3,"natural","BJ09655_BJ09654",29,35,3,3,6,6,2,3,3,3,3,910,914,1,2,397,2,20,"2016/2017_BJ09655","2016/2017_BJ09654",244,NA,NA,3.4,6,1,0,5,5,NA,NA,0.166666666666667,NA,NA,216,NA,66,"2016-09-19",1306,1306,216,729,733,1125,1125
"2016/2017",7,"BJ09655","2","BJ09654",NA,NA,3,3,"natural","BJ09655_BJ09654",29,35,3,3,6,6,2,3,3,3,3,910,914,1,2,397,2,20,"2016/2017_BJ09655","2016/2017_BJ09654",244,NA,NA,3.4,6,1,3,5,5,NA,NA,0.166666666666667,NA,NA,216,NA,66,"2016-09-19",1306,1306,216,729,733,1125,1125
"2016/2017",7,"BJ09655","2","BJ09654",NA,NA,3,3,"natural","BJ09655_BJ09654",29,35,3,3,6,6,2,3,3,3,3,910,914,1,2,397,2,20,"2016/2017_BJ09655","2016/2017_BJ09654",244,NA,NA,3.4,6,1,2,5,5,NA,NA,0.166666666666667,NA,NA,216,NA,66,"2016-09-19",1306,1306,216,729,733,1125,1125
"2016/2017",8,"BH94507","2","BH94856",3,4,4,4,"natural","BH94507_BH94856",88,43,1,1,3,3,1,3,3,2,2,893,381,3,2,114,3,7,"2016/2017_BH94507","2016/2017_BH94856",244,2,3,2.71428571428571,3,2,3,5,4,5,4,0.666666666666667,2013,2012,157,NA,134,"2016-11-17",1519,1552,0,779,267,1405,1438
"2016/2017",8,"BH94507","2","BH94856",3,4,4,4,"natural","BH94507_BH94856",88,43,1,1,3,3,1,3,3,2,2,893,381,3,2,114,3,7,"2016/2017_BH94507","2016/2017_BH94856",244,2,3,2.71428571428571,3,2,0,5,4,5,4,0.666666666666667,2013,2012,157,NA,134,"2016-11-17",1519,1552,0,779,267,1405,1438
"2016/2017",11,"BH76503","2","BH94429",NA,4,4,8,"natural","BH76503_BH94429",26,7,2,2,8,8,2,3,3,3,3,922,884,2,2,415,0,20,"2016/2017_BH76503","2016/2017_BH94429",244,NA,2,2.7,9,NA,0,8,4,NA,4,NA,NA,2012,219,NA,65,"2016-09-16",2821,1568,203,710,672,2609,1356
"2016/2017",11,"BH76503","2","BH94429",NA,4,4,8,"natural","BH76503_BH94429",26,7,2,2,8,8,2,3,3,3,3,922,884,2,2,415,0,20,"2016/2017_BH76503","2016/2017_BH94429",244,NA,2,2.7,9,NA,1,8,4,NA,4,NA,NA,2012,219,NA,65,"2016-09-16",2821,1568,203,710,672,2609,1356
"2016/2017",20,"BH94435","2","BH76607",4,NA,8,4,"natural","BH94435_BH76607",32,60,4,4,4,4,3,3,3,5,5,862,1591,1,3,862,4,13,"2016/2017_BH94435","2016/2017_BH76607",244,2,NA,3.30769230769231,4,1,3,5,9,5,NA,0.25,2012,NA,213,NA,48,"2016-09-22",1515,2764,709,709,1438,1362,2611
"2016/2017",20,"BH94435","2","BH76607",4,NA,8,4,"natural","BH94435_BH76607",32,60,4,4,4,4,3,3,3,5,5,862,1591,1,3,862,4,13,"2016/2017_BH94435","2016/2017_BH76607",244,2,NA,3.30769230769231,4,1,1,5,9,5,NA,0.25,2012,NA,213,NA,48,"2016-09-22",1515,2764,709,709,1438,1362,2611
"2016/2017",20,"BH94435","2","BH76607",4,NA,8,4,"natural","BH94435_BH76607",32,60,4,4,4,4,3,3,3,5,5,862,1591,1,3,862,4,13,"2016/2017_BH94435","2016/2017_BH76607",244,2,NA,3.30769230769231,4,1,0,5,9,5,NA,0.25,2012,NA,213,NA,48,"2016-09-22",1515,2764,709,709,1438,1362,2611
"2016/2017",20,"BH94435","2","BH76607",4,NA,8,4,"natural","BH94435_BH76607",32,60,4,4,4,4,3,3,3,5,5,862,1591,1,3,862,4,13,"2016/2017_BH94435","2016/2017_BH76607",244,2,NA,3.30769230769231,4,1,4,5,9,5,NA,0.25,2012,NA,213,NA,48,"2016-09-22",1515,2764,709,709,1438,1362,2611
"2016/2017",27,"BH94357","2","BH70884",NA,NA,8,4,"protected","BH94357_BH70884",6,61,3,3,7,7,3,3,3,5,7,891,2253,1,3,891,6,21,"2016/2017_BH94357","2016/2017_BH70884",244,NA,NA,3.19047619047619,7,3,0,4,9,NA,NA,0.428571428571429,NA,NA,239,5,32,"2016-08-27",1622,3103,713,713,2075,1444,2925
"2016/2017",27,"BH94357","2","BH70884",NA,NA,8,4,"protected","BH94357_BH70884",6,61,3,3,7,7,3,3,3,5,7,891,2253,1,3,891,6,21,"2016/2017_BH94357","2016/2017_BH70884",244,NA,NA,3.19047619047619,7,3,3,4,9,NA,NA,0.428571428571429,NA,NA,239,5,32,"2016-08-27",1622,3103,713,713,2075,1444,2925
"2016/2017",27,"BH94357","2","BH70884",NA,NA,8,4,"protected","BH94357_BH70884",6,61,3,3,7,7,3,3,3,5,7,891,2253,1,3,891,6,21,"2016/2017_BH94357","2016/2017_BH70884",244,NA,NA,3.19047619047619,7,3,1,4,9,NA,NA,0.428571428571429,NA,NA,239,5,32,"2016-08-27",1622,3103,713,713,2075,1444,2925
"2016/2017",27,"BH94357","2","BH70884",NA,NA,8,4,"protected","BH94357_BH70884",6,61,3,3,7,7,3,3,3,5,7,891,2253,1,3,891,6,21,"2016/2017_BH94357","2016/2017_BH70884",244,NA,NA,3.19047619047619,7,3,2,4,9,NA,NA,0.428571428571429,NA,NA,239,5,32,"2016-08-27",1622,3103,713,713,2075,1444,2925
"2016/2017",27,"BH94357","2","BH70884",NA,NA,8,4,"protected","BH94357_BH70884",6,61,3,3,7,7,3,3,3,5,7,891,2253,1,3,891,6,21,"2016/2017_BH94357","2016/2017_BH70884",244,NA,NA,3.19047619047619,7,3,4,4,9,NA,NA,0.428571428571429,NA,NA,239,5,32,"2016-08-27",1622,3103,713,713,2075,1444,2925
"2016/2017",31,"BJ09664","2","BH94879",NA,4,4,3,"natural","BJ09664_BH94879",22,45,4,4,8,8,3,3,3,3,3,902,902,1,1,902,3,21,"2016/2017_BJ09664","2016/2017_BH94879",244,NA,2,3,8,2,3,5,5,NA,5,0.25,NA,2012,223,NA,63,"2016-09-12",1293,1541,724,724,724,1115,1363
"2016/2017",31,"BJ09664","2","BH94879",NA,4,4,3,"natural","BJ09664_BH94879",22,45,4,4,8,8,3,3,3,3,3,902,902,1,1,902,3,21,"2016/2017_BJ09664","2016/2017_BH94879",244,NA,2,3,8,2,0,5,5,NA,5,0.25,NA,2012,223,NA,63,"2016-09-12",1293,1541,724,724,724,1115,1363
"2016/2017",31,"BJ09664","2","BH94879",NA,4,4,3,"natural","BJ09664_BH94879",22,45,4,4,8,8,3,3,3,3,3,902,902,1,1,902,3,21,"2016/2017_BJ09664","2016/2017_BH94879",244,NA,2,3,8,2,2,5,5,NA,5,0.25,NA,2012,223,NA,63,"2016-09-12",1293,1541,724,724,724,1115,1363
"2016/2017",31,"BJ09664","2","BH94879",NA,4,4,3,"natural","BJ09664_BH94879",22,45,4,4,8,8,3,3,3,3,3,902,902,1,1,902,3,21,"2016/2017_BJ09664","2016/2017_BH94879",244,NA,2,3,8,2,1,5,5,NA,5,0.25,NA,2012,223,NA,63,"2016-09-12",1293,1541,724,724,724,1115,1363
"2016/2017",31,"BH85121","2","BH94888",NA,4,4,6,"natural","BH85121_BH94888",25,42,4,4,5,5,3,3,3,3,3,907,907,1,1,907,7,14,"2016/2017_BH85121","2016/2017_BH94888",244,NA,2,2.85714285714286,5,3,1,7,5,NA,5,0.6,NA,2012,220,NA,63,"2016-09-15",2340,1541,729,729,729,2162,1363
"2016/2017",31,"BH85121","2","BH94888",NA,4,4,6,"natural","BH85121_BH94888",25,42,4,4,5,5,3,3,3,3,3,907,907,1,1,907,7,14,"2016/2017_BH85121","2016/2017_BH94888",244,NA,2,2.85714285714286,5,3,0,7,5,NA,5,0.6,NA,2012,220,NA,63,"2016-09-15",2340,1541,729,729,729,2162,1363
"2016/2017",31,"BH85121","2","BH94888",NA,4,4,6,"natural","BH85121_BH94888",25,42,4,4,5,5,3,3,3,3,3,907,907,1,1,907,7,14,"2016/2017_BH85121","2016/2017_BH94888",244,NA,2,2.85714285714286,5,3,2,7,5,NA,5,0.6,NA,2012,220,NA,63,"2016-09-15",2340,1541,729,729,729,2162,1363
"2016/2017",31,"BH94488","2","BH94791",3,2,3,4,"natural","BH94488_BH94791",27,42,3,3,6,6,2,3,3,2,2,865,519,2,1,519,3,18,"2016/2017_BH94488","2016/2017_BH94791",244,2,2,3.11111111111111,6,1,0,5,4,5,4,0.166666666666667,2013,2014,218,NA,63,"2016-09-17",1523,1145,343,689,343,1347,969
"2016/2017",31,"BH94488","2","BH94791",3,2,3,4,"natural","BH94488_BH94791",27,42,3,3,6,6,2,3,3,2,2,865,519,2,1,519,3,18,"2016/2017_BH94488","2016/2017_BH94791",244,2,2,3.11111111111111,6,1,3,5,4,5,4,0.166666666666667,2013,2014,218,NA,63,"2016-09-17",1523,1145,343,689,343,1347,969
